base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,7,16
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,11,11
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,6,8
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,9,13
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,12,15
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,11,17
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,10,16
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,5,16
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,12,16
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,6,9
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,9,12
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,12,17
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,6,13
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,8,8
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,8,9
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,10,9
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,12,8
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,5,10
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,12,15
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,8,16
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,11,9
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,6,17
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,6,13
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,10,17
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,7,10
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,12,15
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,7,17
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,7,11
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,9,13
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,10,9
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,7,16
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,11,17
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,12,16
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,5,12
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,6,15
TON,AVAX,LINK,TON/AVAX,AVAX/LINK,LINK/TON,5,14
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,11,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,11,14
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,8,10
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,7,9
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,11,17
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,5,15
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,9,11
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,9,10
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,7,11
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,5,11
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,5,13
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,5,17
TON,AVAX,DOT,TON/AVAX,AVAX/DOT,DOT/TON,8,14
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,6,8
