base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,12,15
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,7,13
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,5,8
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,8,10
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,12,13
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,6,15
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,6,13
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,7,14
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,9,16
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,6,9
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,11,8
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,10,10
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,11,14
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,11,9
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,11,11
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,10,8
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,7,14
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,7,14
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,12,12
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,11,11
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,11,11
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,5,16
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,7,14
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,11,16
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,10,14
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,5,14
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,11,16
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,10,16
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,5,13
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,12,13
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,11,9
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,9,17
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,8,9
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,10,10
XRP,ADA,LTC,XRP/ADA,ADA/LTC,LTC/XRP,7,13
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,11,8
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,9,12
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,9,11
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,12,14
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,5,12
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,7,16
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,10,12
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,11,17
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,5,14
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,6,8
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,5,14
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,11,16
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,12,13
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,5,10
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,12,12
