base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,6,14
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,8,17
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,8,8
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,5,9
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,11,12
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,12,9
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,5,10
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,5,9
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,12,17
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,8,17
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,6,8
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,8,14
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,11,13
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,11,9
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,12,15
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,6,17
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,9,8
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,11,9
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,6,11
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,10,9
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,9,14
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,11,13
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,12,11
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,11
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,7,13
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,15
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,11,8
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,12,10
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,8,14
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,7,17
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,7,16
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,5,15
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,7,8
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,6,16
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,10,12
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,7,13
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,11,16
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,10,9
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,7,11
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,9,12
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,10,9
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,9,10
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,6,14
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,12,10
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,12,8
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,9,11
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,5,17
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,6,15
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,7,8
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,5,14
