base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,6,11
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,12,17
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,5,12
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,7,16
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,5,15
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,8,9
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,7,10
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,6,15
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,11,9
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,6,8
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,5,10
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,9,9
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,10,13
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,6,8
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,5,17
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,7,15
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,8,10
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,8,10
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,5,13
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,9,17
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,7,11
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,7,16
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,11,13
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,5,12
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,8,13
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,8,12
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,8,9
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,10,11
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,6,10
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,9,17
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,8,9
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,7,11
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,11,13
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,10,15
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,10,11
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,11,12
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,11,12
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,5,10
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,8,10
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,10,13
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,11,10
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,6,17
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,6,8
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,12,15
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,8,14
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,9,16
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,11,9
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,6,16
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,7,14
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,6,14
