base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,11,9
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,9,11
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,7,10
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,6,17
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,16
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,10,12
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,10,16
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,9,16
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,5,15
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,9,8
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,5,17
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,5,11
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,6,13
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,12,14
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,10,15
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,10,15
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,8,8
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,10,9
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,12,14
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,9,9
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,12,11
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,8,16
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,8,16
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,6,15
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,7,10
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,6,13
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,12,12
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,6,10
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,7,12
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,8,13
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,12,11
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,8,9
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,8,8
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,5,11
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,10,12
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,6,13
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,12,9
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,8,11
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,10,8
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,9,14
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,12,12
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,8,17
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,6,16
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,6,16
SOL,TRX,AVAX,SOL/TRX,TRX/AVAX,AVAX/SOL,9,8
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,8,13
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,7,12
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,11,13
LINK,USDT,SOL,LINK/USDT,USDT/SOL,SOL/LINK,9,16
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,5,16
