base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,5,9
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,10,11
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,8,8
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,11,10
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,7,17
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,7,14
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,11,8
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,12,16
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,7,14
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,7,15
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,7,17
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,9,11
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,6,15
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,12,10
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,6,10
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,8,9
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,9,16
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,8,9
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,6,14
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,9,16
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,11,11
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,9,15
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,7,11
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,11,15
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,9,10
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,5,15
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,10,16
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,6,17
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,8,14
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,6,8
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,6,16
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,7,13
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,7,11
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,12,16
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,10,16
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,8,11
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,12,14
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,5,11
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,10,9
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,12,12
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,8,13
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,6,15
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,10,8
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,12,11
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,10,10
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,7,14
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,5,16
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,12,15
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,5,17
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,9,15
