base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,12,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,8,16
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,9,13
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,12,16
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,12,10
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,7,8
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,11,14
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,6,13
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,6,11
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,7,12
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,5,11
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,11,17
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,9,15
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,12,9
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,5,11
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,7,8
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,8,13
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,8,13
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,6,9
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,12,17
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,9,17
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,7,9
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,8,11
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,5,16
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,11,13
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,11,15
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,10,16
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,5,13
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,10,13
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,6,8
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,11,8
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,10,13
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,10,9
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,11,10
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,12,11
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,12,12
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,5,10
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,12,9
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,6,13
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,12,12
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,5,10
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,10,17
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,11,17
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,5,8
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,9,15
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,7,10
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,6,17
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,11,11
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,9,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,11,13
