base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,11,12
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,8,8
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,7,8
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,5,15
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,8,14
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,8,8
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,9,16
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,5,10
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,11,17
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,6,8
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,5,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,6,11
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,12,14
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,11,14
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,7,10
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,7,9
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,12,16
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,10,17
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,11,14
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,5,10
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,6,12
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,11,16
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,8,10
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,12,10
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,10,16
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,10,12
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,12,14
TON,AVAX,BTC,TON/AVAX,AVAX/BTC,BTC/TON,12,11
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,7,15
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,9,8
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,6,14
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,5,9
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,5,9
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,12,12
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,12,8
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,7,12
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,9,13
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,11,17
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,10,12
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,10,10
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,9,12
TON,LINK,BNB,TON/LINK,LINK/BNB,BNB/TON,7,15
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,7,8
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,5,8
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,9,16
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,11,9
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,10,9
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,6,13
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,12,13
