base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,11,11
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,12,11
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,7,15
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,10,17
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,9,17
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,7,16
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,7,8
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,5,10
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,7,16
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,9,16
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,9,16
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,7,17
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,11,13
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,8,16
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,12,10
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,7,17
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,8,15
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,8,8
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,9,17
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,7,9
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,6,17
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,11,16
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,11,12
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,6,10
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,9,12
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,9,11
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,9,8
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,5,15
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,11,11
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,7,9
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,12,8
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,10,17
USDC,XRP,ADA,USDC/XRP,XRP/ADA,ADA/USDC,9,14
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,7,11
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,8,10
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,7,15
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,6,14
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,12,17
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,11,8
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,9,13
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,10,16
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,10,13
DOGE,DOT,LINK,DOGE/DOT,DOT/LINK,LINK/DOGE,6,16
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,8,8
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,8,8
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,8,16
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,6,12
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,10,14
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,11,9
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,5,8
