base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,8,11
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,12,13
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,10,14
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,7,13
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,9,13
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,6,15
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,8,13
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,8,11
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,10,8
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,10,12
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,12,8
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,12,16
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,6,8
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,10,14
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,5,9
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,10,11
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,9,10
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,6,10
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,7,12
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,6,12
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,7,10
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,6,15
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,7,17
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,6,9
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,5,10
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,5,13
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,7,16
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,11,14
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,9,8
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,5,10
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,11,14
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,6,17
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,9,14
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,6,12
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,8,12
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,7,16
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,5,12
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,5,16
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,8,8
AVAX,LINK,USDC,AVAX/LINK,LINK/USDC,USDC/AVAX,5,12
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,11,13
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,12,11
BNB,ADA,LTC,BNB/ADA,ADA/LTC,LTC/BNB,8,14
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,7,9
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,6,10
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,5,16
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,12,17
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,5,8
ADA,TRX,DOT,ADA/TRX,TRX/DOT,DOT/ADA,7,17
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,7,17
