base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,10
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,5,14
USDT,USDC,BNB,USDT/USDC,USDC/BNB,BNB/USDT,5,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,6,9
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,12,10
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,7,9
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,9,14
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,6,16
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,6,13
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,10,11
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,8,11
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,5,17
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,8,8
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,8,13
USDC,ADA,DOGE,USDC/ADA,ADA/DOGE,DOGE/USDC,7,16
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,7,10
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,10,10
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,7,15
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,12,17
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,8,13
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,6,10
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,8,9
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,8,8
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,9,13
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,10,10
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,11,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,9,10
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,11,14
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,12,8
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,7,13
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,9,12
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,7,12
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,9,14
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,11,9
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,9,13
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,12,14
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,12,17
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,15
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,12,9
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,6,14
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,8,17
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,8,12
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,11,15
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,7,17
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,12,17
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,6,12
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,5,16
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,7,15
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,10,17
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,6,13
