base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,5,9
BNB,SOL,TRX,BNB/SOL,SOL/TRX,TRX/BNB,9,15
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,10,17
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,6,11
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,10,14
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,9,13
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,8,17
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,5,11
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,11,8
ADA,AVAX,USDT,ADA/AVAX,AVAX/USDT,USDT/ADA,7,9
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,6,14
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,7,13
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,5,11
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,9,15
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,9,17
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,8
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,11,16
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,9,12
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,10,14
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,10,9
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,7,11
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,10,10
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,9,14
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,7,14
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,9,15
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,9,17
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,9,17
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,7,17
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,10,15
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,8,12
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,9,10
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,11,11
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,6,15
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,9,17
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,8,9
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,8,17
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,12,12
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,7,8
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,7,9
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,12,12
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,6,10
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,12,12
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,12,9
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,6,11
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,6,8
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,11,13
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,10,17
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,8,10
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,7,16
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,12,13
