base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,10,14
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,6,9
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,9,12
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,5,11
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,9,12
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,12,16
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,8,12
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,8,16
LTC,AVAX,ETH,LTC/AVAX,AVAX/ETH,ETH/LTC,11,11
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,7,11
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,11,9
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,9,15
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,9,14
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,6,8
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,9,11
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,8,8
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,7,14
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,7,9
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,6,16
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,9,10
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,8,14
BNB,XRP,LTC,BNB/XRP,XRP/LTC,LTC/BNB,6,14
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,6,12
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,5,13
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,10,9
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,5,9
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,12,8
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,8,11
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,7,14
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,11,11
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,8,10
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,9,10
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,9,13
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,5,13
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,10,11
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,12,8
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,11,10
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,6,16
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,9,14
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,7,13
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,8,9
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,6,17
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,11,17
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,7,8
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,5,14
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,12,10
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,11,17
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,9,9
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,6,9
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,11,11
