base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDT,ADA,LTC,USDT/ADA,ADA/LTC,LTC/USDT,7,16
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,9,14
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,12,14
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,9,8
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,8,8
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,10,10
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,10,12
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,9,14
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,7,16
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,8,15
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,7,17
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,8,11
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,7,17
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,7,10
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,8,11
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,7,16
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,8,11
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,10,9
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,5,15
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,5,10
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,6,15
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,6,8
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,6,8
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,11,16
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,11,13
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,11,12
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,12,8
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,8,9
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,12,12
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,10,15
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,10,16
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,12,14
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,12,10
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,6,11
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,8,14
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,5,9
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,11,8
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,11,10
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,7,12
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,11,9
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,12,11
SOL,DOGE,LTC,SOL/DOGE,DOGE/LTC,LTC/SOL,8,8
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,10,13
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,12,14
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,10,15
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,12,9
XRP,ADA,TRX,XRP/ADA,ADA/TRX,TRX/XRP,9,9
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,7,16
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,9,8
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,10,9
