base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,8,15
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,9,10
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,5,17
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,11,12
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,5,11
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,7,15
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,5,12
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,12,9
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,8,14
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,9,13
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,12,9
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,11,12
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,10,17
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,10,16
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,6,14
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,11,13
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,9,9
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,10,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,10,16
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,10,8
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,11,17
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,6,17
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,11,14
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,7,8
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,10,8
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,11,8
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,13
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,10,15
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,11,13
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,9
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,8,15
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,6,12
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,5,11
DOT,LINK,USDC,DOT/LINK,LINK/USDC,USDC/DOT,7,11
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,10,13
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,8,13
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,10,11
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,6,11
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,10,16
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,6,13
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,7,17
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,11,13
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,10,15
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,6,11
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,11,13
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,8,13
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,12,14
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,12,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,10,10
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,10,16
