base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,10,11
LTC,AVAX,DOT,LTC/AVAX,AVAX/DOT,DOT/LTC,5,9
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,6,15
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,10,12
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,6,9
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,6,9
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,9,8
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,10,17
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,10,8
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,7,15
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,7,9
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,6,12
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,10,14
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,8,11
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,7,8
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,6,17
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,8,14
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,12,11
TON,LINK,USDC,TON/LINK,LINK/USDC,USDC/TON,11,10
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,10,16
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,6,15
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,12,9
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,6,9
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,7,14
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,11,9
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,10,17
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,9,15
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,8,9
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,6,8
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,6,9
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,8,16
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,5,14
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,5,12
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,11,15
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,9,17
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,5,10
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,11,9
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,8,11
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,6,17
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,12,17
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,10,13
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,6,8
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,7,10
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,11,11
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,6,14
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,5,17
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,9,11
ETH,XRP,TRX,ETH/XRP,XRP/TRX,TRX/ETH,10,12
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,6,8
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,5,13
