base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,5,12
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,10,9
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,12,14
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,12,9
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,11,11
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,11,14
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,10,8
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,9,13
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,9,13
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,8,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,8,17
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,7,16
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,11,13
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,5,12
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,6,11
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,7,17
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,11,9
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,9,16
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,10,11
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,12,13
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,10,15
LTC,LINK,BTC,LTC/LINK,LINK/BTC,BTC/LTC,8,8
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,12,11
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,10,15
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,9,9
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,6,10
SOL,DOGE,DOT,SOL/DOGE,DOGE/DOT,DOT/SOL,6,14
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,7,12
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,6,8
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,9,8
ADA,DOGE,LTC,ADA/DOGE,DOGE/LTC,LTC/ADA,11,17
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,10,15
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,8,8
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,11,10
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,10,15
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,6,14
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,10,9
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,11,14
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,9,9
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,5,11
BTC,ETH,XRP,BTC/ETH,ETH/XRP,XRP/BTC,8,16
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,9,9
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,11,16
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,6,16
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,10,9
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,12,12
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,5,13
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,5,9
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,12,17
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,5,15
