base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,11,12
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,12,11
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,10,16
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,5,13
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,5,10
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,10
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,10,16
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,9,12
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,8,16
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,5,10
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,5,16
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,5,15
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,8,8
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,5,14
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,7,8
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,9,9
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,12,16
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,7,9
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,7,12
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,10,13
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,5,16
DOT,USDC,BNB,DOT/USDC,USDC/BNB,BNB/DOT,7,9
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,10,9
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,10,12
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,10,9
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,5,8
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,11,16
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,9,9
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,7,14
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,11,8
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,6,11
LINK,USDC,DOGE,LINK/USDC,USDC/DOGE,DOGE/LINK,7,17
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,9,15
ADA,LTC,TON,ADA/LTC,LTC/TON,TON/ADA,8,9
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,7,16
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,7,11
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,11,8
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,7,12
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,6,12
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,11,17
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,6,14
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,5,11
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,7,12
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,10,15
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,11,8
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,12,14
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,12,15
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,11,14
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,9,12
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,11,15
