base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,8
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,10,14
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,10,17
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,7,14
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,6,10
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,5,9
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,10,15
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,6,10
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,11,12
SOL,TRX,DOT,SOL/TRX,TRX/DOT,DOT/SOL,8,12
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,6,15
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,9,17
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,11,10
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,5,13
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,7,17
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,12,9
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,10,9
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,6,11
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,6,17
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,6,14
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,8,12
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,11,15
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,8,13
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,11,17
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,12,9
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,5,17
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,11,13
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,10,14
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,7,17
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,10,16
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,11,9
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,5,8
USDT,ADA,LTC,USDT/ADA,ADA/LTC,LTC/USDT,8,17
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,11
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,12,8
USDT,XRP,TRX,USDT/XRP,XRP/TRX,TRX/USDT,10,15
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,10,16
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,5,8
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,5,9
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,5,14
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,8,8
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,5,12
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,10,12
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,10,16
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,5,16
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,9,11
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,6,16
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,11,16
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,12,8
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,8,13
