base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,7,10
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,12,17
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,6,9
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,10
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,7,11
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,5,14
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,9,12
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,5,12
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,7,8
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,7,14
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,6,17
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,11,10
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,11,11
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,9,13
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,11,9
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,10,11
LINK,USDT,XRP,LINK/USDT,USDT/XRP,XRP/LINK,8,9
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,8,17
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,9,17
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,12,17
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,12,8
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,5,16
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,10,10
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,8,17
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,12,10
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,7,16
DOT,ETH,XRP,DOT/ETH,ETH/XRP,XRP/DOT,7,13
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,7,13
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,10,16
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,12,17
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,8,16
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,7,12
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,11
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,7,17
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,8,16
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,10,9
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,10,9
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,9,17
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,6,13
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,5,9
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,7,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,8,16
USDT,XRP,DOGE,USDT/XRP,XRP/DOGE,DOGE/USDT,5,17
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,8,17
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,6,12
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,8,14
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,7,10
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,9,9
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,8,11
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,12,8
