base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,6,13
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,6,10
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,9,8
USDT,USDC,ADA,USDT/USDC,USDC/ADA,ADA/USDT,5,13
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,8,9
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,11,12
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,9,13
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,8,8
BTC,BNB,SOL,BTC/BNB,BNB/SOL,SOL/BTC,10,16
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,10,13
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,5,16
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,5,11
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,11,11
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,11,10
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,8,10
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,6,16
TRX,TON,ETH,TRX/TON,TON/ETH,ETH/TRX,5,10
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,9,15
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,8,10
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,9,16
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,9,11
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,9,14
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,8,13
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,5,12
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,10,15
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,9,17
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,11,10
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,9,15
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,10,9
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,9,16
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,9,14
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,11,11
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,5,15
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,11,12
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,9,9
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,10,9
USDT,ADA,TON,USDT/ADA,ADA/TON,TON/USDT,8,14
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,11,17
XRP,TRX,LTC,XRP/TRX,TRX/LTC,LTC/XRP,11,8
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,11,14
USDC,ADA,TON,USDC/ADA,ADA/TON,TON/USDC,8,11
ETH,XRP,TON,ETH/XRP,XRP/TON,TON/ETH,5,12
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,11,13
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,12,12
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,10,9
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,9,9
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,12,13
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,11,8
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,6,9
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,7,10
