base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,12,11
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,9,8
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,8,13
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,11,8
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,9,11
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,9,8
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,7,14
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,8,15
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,9,14
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,10,9
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,8,12
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,7,8
BTC,SOL,TRX,BTC/SOL,SOL/TRX,TRX/BTC,11,16
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,7,15
DOGE,TON,LINK,DOGE/TON,TON/LINK,LINK/DOGE,7,17
USDC,SOL,DOGE,USDC/SOL,SOL/DOGE,DOGE/USDC,12,9
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,12,8
LTC,LINK,USDT,LTC/LINK,LINK/USDT,USDT/LTC,9,12
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,9,14
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,5,11
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,16
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,8,11
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,8,15
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,7,11
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,7,11
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,7,12
BTC,ETH,BNB,BTC/ETH,ETH/BNB,BNB/BTC,5,17
BNB,DOGE,AVAX,BNB/DOGE,DOGE/AVAX,AVAX/BNB,7,13
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,10,15
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,10,12
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,9,15
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,9,11
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,10,15
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,7,16
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,11,8
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,12,10
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,12,12
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,5,14
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,8,14
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,9,17
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,8,10
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,7,12
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,12,9
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,6,16
USDT,SOL,DOGE,USDT/SOL,SOL/DOGE,DOGE/USDT,11,13
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,7,15
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,11,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,5,17
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,8,16
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,11,17
