base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,9,17
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,7,10
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,7,8
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,8,10
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,5,12
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,5,13
AVAX,LINK,BNB,AVAX/LINK,LINK/BNB,BNB/AVAX,8,15
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,12,14
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,12,10
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,7,10
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,8,9
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,10,16
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,6,11
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,8,14
TON,BTC,SOL,TON/BTC,BTC/SOL,SOL/TON,7,14
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,5,8
AVAX,ETH,SOL,AVAX/ETH,ETH/SOL,SOL/AVAX,8,11
AVAX,DOT,USDC,AVAX/DOT,DOT/USDC,USDC/AVAX,12,16
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,8,15
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,7,12
USDT,ADA,TRX,USDT/ADA,ADA/TRX,TRX/USDT,11,12
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,8,11
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,9,8
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,10,13
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,8,16
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,10
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,9,15
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,9,13
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,7,15
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,11,10
ADA,AVAX,DOT,ADA/AVAX,AVAX/DOT,DOT/ADA,12,8
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,11,12
ETH,BNB,XRP,ETH/BNB,BNB/XRP,XRP/ETH,11,8
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,6,15
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,9,14
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,5,14
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,6,8
SOL,ADA,AVAX,SOL/ADA,ADA/AVAX,AVAX/SOL,10,9
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,6,15
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,5,9
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,11,11
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,6,12
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,9,14
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,6,12
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,8,17
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,10,12
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,6,14
DOGE,LTC,TON,DOGE/LTC,LTC/TON,TON/DOGE,8,13
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,9,16
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,9,12
