base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,BTC,BNB,AVAX/BTC,BTC/BNB,BNB/AVAX,12,15
BNB,TRX,LTC,BNB/TRX,TRX/LTC,LTC/BNB,9,15
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,10,9
BNB,DOGE,DOT,BNB/DOGE,DOGE/DOT,DOT/BNB,5,14
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,7,15
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,9,10
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,8,11
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,7,17
BTC,BNB,XRP,BTC/BNB,BNB/XRP,XRP/BTC,7,14
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,8,11
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,6,10
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,9,11
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,6,9
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,9,15
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,12,10
USDT,XRP,LTC,USDT/XRP,XRP/LTC,LTC/USDT,5,11
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,6,14
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,11,14
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,9,17
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,6,11
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,6,8
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,9,9
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,7,17
XRP,DOGE,TON,XRP/DOGE,DOGE/TON,TON/XRP,11,12
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,6,13
DOGE,DOT,USDT,DOGE/DOT,DOT/USDT,USDT/DOGE,9,17
DOGE,AVAX,BTC,DOGE/AVAX,AVAX/BTC,BTC/DOGE,8,11
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,12,15
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,11,8
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,6,17
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,5,10
LTC,BTC,BNB,LTC/BTC,BTC/BNB,BNB/LTC,11,8
XRP,ADA,DOGE,XRP/ADA,ADA/DOGE,DOGE/XRP,9,15
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,12,15
LTC,LINK,BNB,LTC/LINK,LINK/BNB,BNB/LTC,11,11
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,9,11
TON,BTC,ETH,TON/BTC,BTC/ETH,ETH/TON,12,13
ADA,TRX,AVAX,ADA/TRX,TRX/AVAX,AVAX/ADA,7,9
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,5,13
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,6,9
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,5,12
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,11,10
ETH,USDT,BNB,ETH/USDT,USDT/BNB,BNB/ETH,8,9
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,7,9
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,6,9
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,10,15
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,9,10
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,5,15
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,5,15
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,7,8
