base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,5,9
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,9,11
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,6,15
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,10,11
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,12,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,9,14
TRX,LINK,BTC,TRX/LINK,LINK/BTC,BTC/TRX,7,9
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,5,11
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,6,10
BTC,SOL,DOGE,BTC/SOL,SOL/DOGE,DOGE/BTC,6,15
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,5,13
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,9,17
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,11,12
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,5,12
BTC,USDC,ADA,BTC/USDC,USDC/ADA,ADA/BTC,12,9
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,8,13
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,11,10
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,8,12
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,5,13
LINK,ETH,BNB,LINK/ETH,ETH/BNB,BNB/LINK,5,9
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,8,10
BTC,USDC,BNB,BTC/USDC,USDC/BNB,BNB/BTC,5,10
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,11,17
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,8,10
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,11,10
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,9,14
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,12,17
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,11,11
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,8,10
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,8,9
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,8,10
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,8,16
XRP,ADA,TON,XRP/ADA,ADA/TON,TON/XRP,9,11
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,9,15
LTC,TON,ETH,LTC/TON,TON/ETH,ETH/LTC,11,12
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,7,12
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,12,16
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,12,12
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,11,8
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,9,15
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,12,12
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,12,10
ADA,LTC,DOT,ADA/LTC,LTC/DOT,DOT/ADA,9,15
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,7,16
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,9,10
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,11,15
TON,ETH,BNB,TON/ETH,ETH/BNB,BNB/TON,8,9
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,7,9
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,7,11
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,8,16
