base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
DOGE,DOT,ETH,DOGE/DOT,DOT/ETH,ETH/DOGE,11,10
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,7,16
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,6,12
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,8,17
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,8,14
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,8,16
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,11,15
ADA,TRX,LINK,ADA/TRX,TRX/LINK,LINK/ADA,5,12
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,5,10
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,6,8
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,7,12
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,10,9
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,5,15
ETH,SOL,LTC,ETH/SOL,SOL/LTC,LTC/ETH,6,17
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,7,9
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,5,16
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,6,14
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,12,12
USDT,BNB,SOL,USDT/BNB,BNB/SOL,SOL/USDT,11,15
ETH,USDT,SOL,ETH/USDT,USDT/SOL,SOL/ETH,5,17
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,5,17
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,8,16
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,12,12
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,6,10
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,10,13
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,11,16
XRP,LTC,TON,XRP/LTC,LTC/TON,TON/XRP,6,17
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,5,8
BNB,XRP,LTC,BNB/XRP,XRP/LTC,LTC/BNB,12,10
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,7,15
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,9,11
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,8,10
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,12,11
ADA,LTC,LINK,ADA/LTC,LTC/LINK,LINK/ADA,8,15
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,7,8
ETH,XRP,ADA,ETH/XRP,XRP/ADA,ADA/ETH,11,15
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,9,8
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,5,11
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,6,11
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,12,8
DOGE,TON,ETH,DOGE/TON,TON/ETH,ETH/DOGE,7,17
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,5,16
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,12,13
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,12,16
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,7,9
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,10,15
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,12,16
BNB,DOGE,TON,BNB/DOGE,DOGE/TON,TON/BNB,10,14
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,5,9
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,7,15
