base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,8,9
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,9,13
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,12,16
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,8
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,6,14
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,9,8
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,6,12
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,9,13
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,12,12
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,10,12
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,11,15
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,8,16
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,6,13
LTC,BTC,SOL,LTC/BTC,BTC/SOL,SOL/LTC,9,8
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,10,9
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,6,12
DOT,LINK,ETH,DOT/LINK,LINK/ETH,ETH/DOT,10,14
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,11,11
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,6,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,10,16
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,5,11
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,8,11
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,9,14
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,12,14
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,8,12
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,11,11
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,9,9
LTC,AVAX,LINK,LTC/AVAX,AVAX/LINK,LINK/LTC,8,8
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,5,9
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,10,16
TRX,TON,LINK,TRX/TON,TON/LINK,LINK/TRX,6,10
ETH,SOL,XRP,ETH/SOL,SOL/XRP,XRP/ETH,8,17
SOL,LTC,BTC,SOL/LTC,LTC/BTC,BTC/SOL,5,12
SOL,LTC,AVAX,SOL/LTC,LTC/AVAX,AVAX/SOL,8,11
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,9,12
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,5,15
DOT,USDT,XRP,DOT/USDT,USDT/XRP,XRP/DOT,5,14
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,12,10
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,12,8
LTC,AVAX,USDT,LTC/AVAX,AVAX/USDT,USDT/LTC,12,9
ADA,LTC,AVAX,ADA/LTC,LTC/AVAX,AVAX/ADA,5,10
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,8,17
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,9,10
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,9,8
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,7,16
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,9,17
SOL,XRP,ADA,SOL/XRP,XRP/ADA,ADA/SOL,5,11
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,5,17
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,17
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,10,10
