base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,12,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,12,11
LTC,DOT,ETH,LTC/DOT,DOT/ETH,ETH/LTC,10,10
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,7,9
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,5,10
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,9,17
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,10,16
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,10,9
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,7,16
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,11,8
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,6,12
DOGE,TRX,AVAX,DOGE/TRX,TRX/AVAX,AVAX/DOGE,9,15
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,12,10
DOT,USDT,USDC,DOT/USDT,USDT/USDC,USDC/DOT,5,16
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,11,9
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,8,13
ADA,TON,BTC,ADA/TON,TON/BTC,BTC/ADA,11,17
BTC,SOL,XRP,BTC/SOL,SOL/XRP,XRP/BTC,11,11
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,8,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,6,15
XRP,TON,LINK,XRP/TON,TON/LINK,LINK/XRP,9,17
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,6,8
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,6,10
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,8,8
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,5,14
BNB,DOGE,LTC,BNB/DOGE,DOGE/LTC,LTC/BNB,6,10
ETH,BNB,SOL,ETH/BNB,BNB/SOL,SOL/ETH,10,16
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,11,15
SOL,ADA,TRX,SOL/ADA,ADA/TRX,TRX/SOL,6,9
ADA,TON,DOT,ADA/TON,TON/DOT,DOT/ADA,6,15
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,5,12
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,12,8
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,6,8
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,10,14
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,9
ADA,TRX,LTC,ADA/TRX,TRX/LTC,LTC/ADA,8,13
DOT,LINK,BNB,DOT/LINK,LINK/BNB,BNB/DOT,11,13
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,7,17
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,12,9
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,11,15
SOL,ADA,TON,SOL/ADA,ADA/TON,TON/SOL,10,14
DOGE,TRX,DOT,DOGE/TRX,TRX/DOT,DOT/DOGE,7,11
DOT,USDT,SOL,DOT/USDT,USDT/SOL,SOL/DOT,6,9
BTC,USDT,ADA,BTC/USDT,USDT/ADA,ADA/BTC,9,9
LINK,BTC,SOL,LINK/BTC,BTC/SOL,SOL/LINK,11,10
DOT,BTC,USDC,DOT/BTC,BTC/USDC,USDC/DOT,10,17
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,7,12
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,7,9
USDT,XRP,ADA,USDT/XRP,XRP/ADA,ADA/USDT,11,11
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,11,13
