base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,6,14
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,10,12
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,7,12
XRP,TRX,TON,XRP/TRX,TRX/TON,TON/XRP,9,16
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,10,15
LTC,DOT,LINK,LTC/DOT,DOT/LINK,LINK/LTC,9,17
TON,DOT,USDC,TON/DOT,DOT/USDC,USDC/TON,10,16
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,7,9
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,7,12
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,6,14
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,9,11
BTC,ETH,USDT,BTC/ETH,ETH/USDT,USDT/BTC,6,9
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,12,13
TON,DOT,ETH,TON/DOT,DOT/ETH,ETH/TON,9,10
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,9,14
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,10,12
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,11,16
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,8,9
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,10,15
TRX,LTC,DOT,TRX/LTC,LTC/DOT,DOT/TRX,11,14
DOT,USDT,BNB,DOT/USDT,USDT/BNB,BNB/DOT,11,14
TON,ETH,SOL,TON/ETH,ETH/SOL,SOL/TON,7,9
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,9,10
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,5,13
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,9,8
BNB,TRX,DOT,BNB/TRX,TRX/DOT,DOT/BNB,6,10
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,10,10
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,6,12
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,5,17
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,12,15
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,6,13
ETH,USDC,DOGE,ETH/USDC,USDC/DOGE,DOGE/ETH,10,9
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,12,14
DOGE,LTC,DOT,DOGE/LTC,LTC/DOT,DOT/DOGE,6,11
USDC,DOGE,TON,USDC/DOGE,DOGE/TON,TON/USDC,8,10
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,9,10
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,9,12
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,6,15
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,8,12
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,12,12
TON,DOT,BTC,TON/DOT,DOT/BTC,BTC/TON,11,14
TON,LINK,BTC,TON/LINK,LINK/BTC,BTC/TON,11,9
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,5,8
XRP,LTC,LINK,XRP/LTC,LTC/LINK,LINK/XRP,10,10
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,5,9
BTC,BNB,DOGE,BTC/BNB,BNB/DOGE,DOGE/BTC,5,11
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,11,8
USDT,BNB,DOGE,USDT/BNB,BNB/DOGE,DOGE/USDT,6,12
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,8,15
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,5,13
