base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,USDT,SOL,LINK/USDT,USDT/SOL,SOL/LINK,12,15
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,5,12
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,10,14
LTC,DOT,USDT,LTC/DOT,DOT/USDT,USDT/LTC,6,14
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,5,11
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,11,13
USDC,ADA,AVAX,USDC/ADA,ADA/AVAX,AVAX/USDC,11,8
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,8,16
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,6,11
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,9,14
LINK,BNB,DOGE,LINK/BNB,BNB/DOGE,DOGE/LINK,12,10
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,10,15
AVAX,DOT,USDT,AVAX/DOT,DOT/USDT,USDT/AVAX,9,9
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,8,15
TON,LINK,ETH,TON/LINK,LINK/ETH,ETH/TON,12,11
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,11,9
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,7,16
SOL,XRP,TRX,SOL/XRP,XRP/TRX,TRX/SOL,7,10
AVAX,DOT,ETH,AVAX/DOT,DOT/ETH,ETH/AVAX,12,16
AVAX,USDT,USDC,AVAX/USDT,USDT/USDC,USDC/AVAX,10,13
XRP,LTC,AVAX,XRP/LTC,LTC/AVAX,AVAX/XRP,10,12
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,10,9
TRX,AVAX,DOT,TRX/AVAX,AVAX/DOT,DOT/TRX,8,8
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,6,13
DOT,USDC,XRP,DOT/USDC,USDC/XRP,XRP/DOT,6,9
AVAX,BTC,ETH,AVAX/BTC,BTC/ETH,ETH/AVAX,11,10
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,8,11
USDC,SOL,XRP,USDC/SOL,SOL/XRP,XRP/USDC,5,17
LTC,TON,LINK,LTC/TON,TON/LINK,LINK/LTC,6,8
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,11,16
ETH,USDC,SOL,ETH/USDC,USDC/SOL,SOL/ETH,12,16
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,6,12
BNB,ADA,DOGE,BNB/ADA,ADA/DOGE,DOGE/BNB,7,11
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,5,14
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,10,13
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,6,15
LINK,USDC,ADA,LINK/USDC,USDC/ADA,ADA/LINK,5,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,6,9
TRX,TON,DOT,TRX/TON,TON/DOT,DOT/TRX,7,8
AVAX,USDT,XRP,AVAX/USDT,USDT/XRP,XRP/AVAX,11,14
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,7,11
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,7,10
ETH,XRP,LTC,ETH/XRP,XRP/LTC,LTC/ETH,7,15
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,11,11
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,12,12
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,7,17
LINK,BNB,XRP,LINK/BNB,BNB/XRP,XRP/LINK,5,11
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,10,9
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,10,11
USDT,USDC,SOL,USDT/USDC,USDC/SOL,SOL/USDT,10,15
