base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,12,11
LINK,BNB,SOL,LINK/BNB,BNB/SOL,SOL/LINK,5,16
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,9,9
BTC,BNB,ADA,BTC/BNB,BNB/ADA,ADA/BTC,11,9
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,7,11
SOL,XRP,DOGE,SOL/XRP,XRP/DOGE,DOGE/SOL,6,8
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,10,12
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,7,9
DOGE,LTC,BTC,DOGE/LTC,LTC/BTC,BTC/DOGE,12,13
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,11,11
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,9,15
DOGE,TRX,TON,DOGE/TRX,TRX/TON,TON/DOGE,12,10
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,6,10
BTC,USDT,SOL,BTC/USDT,USDT/SOL,SOL/BTC,9,8
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,9,12
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,12,10
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,5,13
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,9,14
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,6,16
DOT,ETH,USDT,DOT/ETH,ETH/USDT,USDT/DOT,7,13
LTC,TON,DOT,LTC/TON,TON/DOT,DOT/LTC,9,15
BTC,SOL,ADA,BTC/SOL,SOL/ADA,ADA/BTC,6,8
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,5,9
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,11,15
TRX,TON,BTC,TRX/TON,TON/BTC,BTC/TRX,7,10
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,8,15
ETH,BNB,DOGE,ETH/BNB,BNB/DOGE,DOGE/ETH,11,17
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,10,11
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,6,12
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,11,10
XRP,ADA,AVAX,XRP/ADA,ADA/AVAX,AVAX/XRP,5,9
LTC,LINK,USDC,LTC/LINK,LINK/USDC,USDC/LTC,6,11
DOGE,LTC,LINK,DOGE/LTC,LTC/LINK,LINK/DOGE,9,12
DOGE,TRX,LTC,DOGE/TRX,TRX/LTC,LTC/DOGE,7,17
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,11,16
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,6,13
XRP,DOGE,TRX,XRP/DOGE,DOGE/TRX,TRX/XRP,11,16
ADA,AVAX,LINK,ADA/AVAX,AVAX/LINK,LINK/ADA,6,16
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,12,17
USDC,SOL,TRX,USDC/SOL,SOL/TRX,TRX/USDC,6,8
LINK,ETH,XRP,LINK/ETH,ETH/XRP,XRP/LINK,5,12
ADA,TRX,TON,ADA/TRX,TRX/TON,TON/ADA,8,17
TON,DOT,USDT,TON/DOT,DOT/USDT,USDT/TON,8,15
DOGE,LTC,AVAX,DOGE/LTC,LTC/AVAX,AVAX/DOGE,8,14
TRX,AVAX,ETH,TRX/AVAX,AVAX/ETH,ETH/TRX,7,9
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,7,13
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,8,13
USDC,ADA,LTC,USDC/ADA,ADA/LTC,LTC/USDC,5,14
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,7,9
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,10,17
