base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,10,9
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,12,13
ADA,TON,ETH,ADA/TON,TON/ETH,ETH/ADA,12,15
ETH,XRP,DOGE,ETH/XRP,XRP/DOGE,DOGE/ETH,6,17
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,9,14
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,6,11
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,12,17
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,6,11
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,8,9
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,8,16
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,5,8
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,10,17
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,11,10
LINK,USDC,XRP,LINK/USDC,USDC/XRP,XRP/LINK,5,16
USDT,XRP,TON,USDT/XRP,XRP/TON,TON/USDT,8,10
TRX,AVAX,USDT,TRX/AVAX,AVAX/USDT,USDT/TRX,5,14
SOL,LTC,LINK,SOL/LTC,LTC/LINK,LINK/SOL,6,13
BNB,TRX,AVAX,BNB/TRX,TRX/AVAX,AVAX/BNB,6,10
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,9,17
DOGE,TON,BTC,DOGE/TON,TON/BTC,BTC/DOGE,6,9
XRP,TRX,DOT,XRP/TRX,TRX/DOT,DOT/XRP,12,13
LINK,BTC,ETH,LINK/BTC,BTC/ETH,ETH/LINK,8,8
DOT,USDC,SOL,DOT/USDC,USDC/SOL,SOL/DOT,12,12
BTC,USDC,XRP,BTC/USDC,USDC/XRP,XRP/BTC,6,9
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,10,12
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,8,13
LINK,BNB,ADA,LINK/BNB,BNB/ADA,ADA/LINK,12,13
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,7,15
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,7,8
DOT,BTC,USDT,DOT/BTC,BTC/USDT,USDT/DOT,7,8
TRX,LTC,BTC,TRX/LTC,LTC/BTC,BTC/TRX,12,15
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,8,10
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,8,17
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,6,12
USDC,BNB,ADA,USDC/BNB,BNB/ADA,ADA/USDC,10,14
USDC,BNB,TRX,USDC/BNB,BNB/TRX,TRX/USDC,9,15
LTC,AVAX,BTC,LTC/AVAX,AVAX/BTC,BTC/LTC,6,13
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,9,8
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,7,12
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,9,8
DOT,USDT,ADA,DOT/USDT,USDT/ADA,ADA/DOT,7,15
DOGE,DOT,BTC,DOGE/DOT,DOT/BTC,BTC/DOGE,11,13
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,8,15
USDT,SOL,LTC,USDT/SOL,SOL/LTC,LTC/USDT,8,16
ETH,USDC,XRP,ETH/USDC,USDC/XRP,XRP/ETH,5,15
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,5,10
BNB,TRX,LINK,BNB/TRX,TRX/LINK,LINK/BNB,10,13
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,6,8
XRP,DOGE,DOT,XRP/DOGE,DOGE/DOT,DOT/XRP,9,13
USDC,DOGE,LTC,USDC/DOGE,DOGE/LTC,LTC/USDC,6,11
