base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDT,USDC,DOGE,USDT/USDC,USDC/DOGE,DOGE/USDT,5,10
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,5,17
AVAX,USDT,ADA,AVAX/USDT,USDT/ADA,ADA/AVAX,9,15
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,11,11
LTC,DOT,USDC,LTC/DOT,DOT/USDC,USDC/LTC,6,8
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,8,9
TON,AVAX,USDT,TON/AVAX,AVAX/USDT,USDT/TON,10,15
LINK,USDT,USDC,LINK/USDT,USDT/USDC,USDC/LINK,10,10
BNB,XRP,ADA,BNB/XRP,XRP/ADA,ADA/BNB,10,16
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,8
ADA,TON,LINK,ADA/TON,TON/LINK,LINK/ADA,5,15
AVAX,ETH,USDT,AVAX/ETH,ETH/USDT,USDT/AVAX,10,9
LTC,BTC,USDC,LTC/BTC,BTC/USDC,USDC/LTC,12,8
TRX,AVAX,BTC,TRX/AVAX,AVAX/BTC,BTC/TRX,11,13
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,7,10
LINK,USDC,BNB,LINK/USDC,USDC/BNB,BNB/LINK,8,15
XRP,TON,AVAX,XRP/TON,TON/AVAX,AVAX/XRP,11,15
BNB,ADA,TON,BNB/ADA,ADA/TON,TON/BNB,11,11
LINK,USDT,BNB,LINK/USDT,USDT/BNB,BNB/LINK,8,10
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,12,11
TON,BTC,BNB,TON/BTC,BTC/BNB,BNB/TON,7,8
TRX,LTC,LINK,TRX/LTC,LTC/LINK,LINK/TRX,8,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,6,10
XRP,DOGE,AVAX,XRP/DOGE,DOGE/AVAX,AVAX/XRP,8,13
ETH,SOL,DOGE,ETH/SOL,SOL/DOGE,DOGE/ETH,6,11
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,8,13
ETH,USDT,USDC,ETH/USDT,USDT/USDC,USDC/ETH,12,14
BNB,XRP,TRX,BNB/XRP,XRP/TRX,TRX/BNB,12,11
LTC,LINK,ETH,LTC/LINK,LINK/ETH,ETH/LTC,12,10
BNB,SOL,DOGE,BNB/SOL,SOL/DOGE,DOGE/BNB,11,10
XRP,DOGE,LTC,XRP/DOGE,DOGE/LTC,LTC/XRP,11,14
TON,AVAX,ETH,TON/AVAX,AVAX/ETH,ETH/TON,8,12
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,5,17
TRX,LINK,USDT,TRX/LINK,LINK/USDT,USDT/TRX,7,11
TRX,TON,AVAX,TRX/TON,TON/AVAX,AVAX/TRX,12,17
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,7,16
DOT,ETH,BNB,DOT/ETH,ETH/BNB,BNB/DOT,11,16
BNB,SOL,XRP,BNB/SOL,SOL/XRP,XRP/BNB,12,8
AVAX,LINK,USDT,AVAX/LINK,LINK/USDT,USDT/AVAX,11,16
USDC,XRP,DOGE,USDC/XRP,XRP/DOGE,DOGE/USDC,12,16
DOGE,TRX,LINK,DOGE/TRX,TRX/LINK,LINK/DOGE,6,10
SOL,ADA,LTC,SOL/ADA,ADA/LTC,LTC/SOL,8,8
BTC,USDT,XRP,BTC/USDT,USDT/XRP,XRP/BTC,5,9
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,6,16
TON,ETH,USDC,TON/ETH,ETH/USDC,USDC/TON,6,14
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,8,9
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,11,16
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,11,8
AVAX,ETH,USDC,AVAX/ETH,ETH/USDC,USDC/AVAX,10,13
LINK,USDT,ADA,LINK/USDT,USDT/ADA,ADA/LINK,12,17
