base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
USDC,XRP,TON,USDC/XRP,XRP/TON,TON/USDC,8,15
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,10,13
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,5,11
USDT,SOL,XRP,USDT/SOL,SOL/XRP,XRP/USDT,8,8
LTC,DOT,BTC,LTC/DOT,DOT/BTC,BTC/LTC,8,15
TON,LINK,USDT,TON/LINK,LINK/USDT,USDT/TON,7,11
AVAX,BTC,USDC,AVAX/BTC,BTC/USDC,USDC/AVAX,11,16
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,11,16
XRP,TRX,LINK,XRP/TRX,TRX/LINK,LINK/XRP,5,17
AVAX,DOT,BTC,AVAX/DOT,DOT/BTC,BTC/AVAX,6,8
LTC,BTC,USDT,LTC/BTC,BTC/USDT,USDT/LTC,5,13
SOL,TRX,TON,SOL/TRX,TRX/TON,TON/SOL,11,11
BTC,USDT,BNB,BTC/USDT,USDT/BNB,BNB/BTC,7,11
TRX,LINK,BNB,TRX/LINK,LINK/BNB,BNB/TRX,8,10
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,6,13
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,7,13
DOT,USDC,ADA,DOT/USDC,USDC/ADA,ADA/DOT,11,14
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,7,17
ADA,DOGE,TRX,ADA/DOGE,DOGE/TRX,TRX/ADA,9,8
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,6,8
USDT,BNB,TRX,USDT/BNB,BNB/TRX,TRX/USDT,5,16
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,10,9
LTC,BTC,ETH,LTC/BTC,BTC/ETH,ETH/LTC,5,17
AVAX,BTC,SOL,AVAX/BTC,BTC/SOL,SOL/AVAX,5,14
XRP,TON,ETH,XRP/TON,TON/ETH,ETH/XRP,7,11
DOT,ETH,SOL,DOT/ETH,ETH/SOL,SOL/DOT,12,13
AVAX,DOT,LINK,AVAX/DOT,DOT/LINK,LINK/AVAX,6,12
ETH,USDT,ADA,ETH/USDT,USDT/ADA,ADA/ETH,12,15
SOL,LTC,DOT,SOL/LTC,LTC/DOT,DOT/SOL,12,9
USDC,SOL,LTC,USDC/SOL,SOL/LTC,LTC/USDC,10,8
TRX,LTC,TON,TRX/LTC,LTC/TON,TON/TRX,11,17
TRX,LINK,ETH,TRX/LINK,LINK/ETH,ETH/TRX,12,14
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,11,12
USDC,DOGE,AVAX,USDC/DOGE,DOGE/AVAX,AVAX/USDC,6,8
ETH,BNB,TRX,ETH/BNB,BNB/TRX,TRX/ETH,5,8
AVAX,LINK,BTC,AVAX/LINK,LINK/BTC,BTC/AVAX,11,10
DOT,LINK,BTC,DOT/LINK,LINK/BTC,BTC/DOT,12,15
USDT,BNB,XRP,USDT/BNB,BNB/XRP,XRP/USDT,8,8
BNB,XRP,DOGE,BNB/XRP,XRP/DOGE,DOGE/BNB,9,15
BTC,BNB,TRX,BTC/BNB,BNB/TRX,TRX/BTC,9,17
TON,DOT,LINK,TON/DOT,DOT/LINK,LINK/TON,5,17
DOT,USDC,DOGE,DOT/USDC,USDC/DOGE,DOGE/DOT,6,14
DOGE,AVAX,DOT,DOGE/AVAX,AVAX/DOT,DOT/DOGE,9,16
BNB,TRX,TON,BNB/TRX,TRX/TON,TON/BNB,10,15
DOT,ETH,USDC,DOT/ETH,ETH/USDC,USDC/DOT,10,14
DOT,BTC,BNB,DOT/BTC,BTC/BNB,BNB/DOT,7,17
BTC,USDC,SOL,BTC/USDC,USDC/SOL,SOL/BTC,7,12
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,11,12
SOL,ADA,DOGE,SOL/ADA,ADA/DOGE,DOGE/SOL,7,12
ETH,USDC,ADA,ETH/USDC,USDC/ADA,ADA/ETH,12,9
