base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,8,13
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,10,8
BTC,USDT,USDC,BTC/USDT,USDT/USDC,USDC/BTC,9,9
USDT,ADA,AVAX,USDT/ADA,ADA/AVAX,AVAX/USDT,9,8
USDC,DOGE,TRX,USDC/DOGE,DOGE/TRX,TRX/USDC,5,12
LINK,BTC,USDC,LINK/BTC,BTC/USDC,USDC/LINK,10,14
ETH,SOL,ADA,ETH/SOL,SOL/ADA,ADA/ETH,5,16
DOT,LINK,USDT,DOT/LINK,LINK/USDT,USDT/DOT,11,10
USDC,BNB,XRP,USDC/BNB,BNB/XRP,XRP/USDC,10,15
BNB,XRP,TON,BNB/XRP,XRP/TON,TON/BNB,6,17
TRX,DOT,BTC,TRX/DOT,DOT/BTC,BTC/TRX,12,11
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,11,11
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,11,16
BNB,ADA,TRX,BNB/ADA,ADA/TRX,TRX/BNB,7,11
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,11,16
DOGE,DOT,USDC,DOGE/DOT,DOT/USDC,USDC/DOGE,12,17
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,10,13
TRX,AVAX,LINK,TRX/AVAX,AVAX/LINK,LINK/TRX,11,11
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,10,14
ETH,BNB,ADA,ETH/BNB,BNB/ADA,ADA/ETH,11,12
DOGE,TON,AVAX,DOGE/TON,TON/AVAX,AVAX/DOGE,6,13
ADA,LTC,BTC,ADA/LTC,LTC/BTC,BTC/ADA,5,8
TRX,DOT,LINK,TRX/DOT,DOT/LINK,LINK/TRX,8,15
ADA,DOGE,TON,ADA/DOGE,DOGE/TON,TON/ADA,8,10
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,8,11
BNB,SOL,ADA,BNB/SOL,SOL/ADA,ADA/BNB,10,8
BNB,SOL,LTC,BNB/SOL,SOL/LTC,LTC/BNB,11,8
USDT,SOL,ADA,USDT/SOL,SOL/ADA,ADA/USDT,5,13
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,11,9
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,11,8
SOL,TRX,LINK,SOL/TRX,TRX/LINK,LINK/SOL,6,11
TRX,DOT,USDC,TRX/DOT,DOT/USDC,USDC/TRX,10,9
AVAX,USDT,SOL,AVAX/USDT,USDT/SOL,SOL/AVAX,7,9
TRX,DOT,USDT,TRX/DOT,DOT/USDT,USDT/TRX,7,16
DOGE,AVAX,LINK,DOGE/AVAX,AVAX/LINK,LINK/DOGE,10,8
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,7,13
ADA,TON,AVAX,ADA/TON,TON/AVAX,AVAX/ADA,12,10
BTC,ETH,USDC,BTC/ETH,ETH/USDC,USDC/BTC,5,12
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,8,17
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,7,8
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,7,8
ADA,DOGE,DOT,ADA/DOGE,DOGE/DOT,DOT/ADA,10,16
LINK,USDC,SOL,LINK/USDC,USDC/SOL,SOL/LINK,12,16
BNB,ADA,AVAX,BNB/ADA,ADA/AVAX,AVAX/BNB,5,13
XRP,LTC,DOT,XRP/LTC,LTC/DOT,DOT/XRP,7,14
XRP,LTC,BTC,XRP/LTC,LTC/BTC,BTC/XRP,7,17
USDC,BNB,DOGE,USDC/BNB,BNB/DOGE,DOGE/USDC,11,8
ETH,USDT,XRP,ETH/USDT,USDT/XRP,XRP/ETH,8,11
TON,BTC,USDC,TON/BTC,BTC/USDC,USDC/TON,5,13
USDT,SOL,TRX,USDT/SOL,SOL/TRX,TRX/USDT,9,9
