base,inter,quote,pair1,pair2,pair3,fee_bps,min_profit_bps
LINK,BNB,TRX,LINK/BNB,BNB/TRX,TRX/LINK,7,17
SOL,DOGE,TON,SOL/DOGE,DOGE/TON,TON/SOL,11,17
BNB,DOGE,TRX,BNB/DOGE,DOGE/TRX,TRX/BNB,11,16
TON,ETH,USDT,TON/ETH,ETH/USDT,USDT/TON,9,8
ADA,AVAX,BTC,ADA/AVAX,AVAX/BTC,BTC/ADA,7,11
LINK,BTC,USDT,LINK/BTC,BTC/USDT,USDT/LINK,12,8
TRX,LTC,AVAX,TRX/LTC,LTC/AVAX,AVAX/TRX,9,11
LINK,ETH,SOL,LINK/ETH,ETH/SOL,SOL/LINK,7,14
LINK,ETH,USDT,LINK/ETH,ETH/USDT,USDT/LINK,11,9
LINK,BTC,BNB,LINK/BTC,BTC/BNB,BNB/LINK,5,12
SOL,LTC,TON,SOL/LTC,LTC/TON,TON/SOL,12,11
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,6,11
LTC,TON,AVAX,LTC/TON,TON/AVAX,AVAX/LTC,12,9
ADA,AVAX,ETH,ADA/AVAX,AVAX/ETH,ETH/ADA,9,16
ETH,USDC,BNB,ETH/USDC,USDC/BNB,BNB/ETH,9,14
SOL,XRP,TON,SOL/XRP,XRP/TON,TON/SOL,5,10
USDT,BNB,ADA,USDT/BNB,BNB/ADA,ADA/USDT,11,11
DOT,BTC,SOL,DOT/BTC,BTC/SOL,SOL/DOT,10,13
USDC,ADA,TRX,USDC/ADA,ADA/TRX,TRX/USDC,6,11
XRP,TON,DOT,XRP/TON,TON/DOT,DOT/XRP,8,13
XRP,TRX,AVAX,XRP/TRX,TRX/AVAX,AVAX/XRP,5,13
USDC,XRP,LTC,USDC/XRP,XRP/LTC,LTC/USDC,12,12
DOGE,AVAX,USDT,DOGE/AVAX,AVAX/USDT,USDT/DOGE,10,13
DOT,BTC,ETH,DOT/BTC,BTC/ETH,ETH/DOT,6,11
LINK,ETH,USDC,LINK/ETH,ETH/USDC,USDC/LINK,12,17
BTC,SOL,LTC,BTC/SOL,SOL/LTC,LTC/BTC,7,16
USDT,USDC,XRP,USDT/USDC,USDC/XRP,XRP/USDT,10,16
SOL,TRX,LTC,SOL/TRX,TRX/LTC,LTC/SOL,9,12
XRP,TON,BTC,XRP/TON,TON/BTC,BTC/XRP,12,14
USDC,BNB,SOL,USDC/BNB,BNB/SOL,SOL/USDC,10,11
TRX,DOT,ETH,TRX/DOT,DOT/ETH,ETH/TRX,11,8
SOL,DOGE,TRX,SOL/DOGE,DOGE/TRX,TRX/SOL,9,11
TRX,LINK,USDC,TRX/LINK,LINK/USDC,USDC/TRX,11,8
ADA,DOGE,AVAX,ADA/DOGE,DOGE/AVAX,AVAX/ADA,9,15
AVAX,ETH,XRP,AVAX/ETH,ETH/XRP,XRP/AVAX,6,14
AVAX,ETH,BNB,AVAX/ETH,ETH/BNB,BNB/AVAX,8,13
LTC,TON,BTC,LTC/TON,TON/BTC,BTC/LTC,6,17
AVAX,BTC,USDT,AVAX/BTC,BTC/USDT,USDT/AVAX,5,8
DOGE,TON,DOT,DOGE/TON,TON/DOT,DOT/DOGE,7,13
USDC,SOL,ADA,USDC/SOL,SOL/ADA,ADA/USDC,12,17
USDT,ADA,DOGE,USDT/ADA,ADA/DOGE,DOGE/USDT,12,15
USDC,XRP,TRX,USDC/XRP,XRP/TRX,TRX/USDC,6,9
TON,ETH,XRP,TON/ETH,ETH/XRP,XRP/TON,5,17
DOGE,AVAX,ETH,DOGE/AVAX,AVAX/ETH,ETH/DOGE,7,14
USDC,DOGE,DOT,USDC/DOGE,DOGE/DOT,DOT/USDC,12,15
AVAX,LINK,ETH,AVAX/LINK,LINK/ETH,ETH/AVAX,10,9
AVAX,USDT,BNB,AVAX/USDT,USDT/BNB,BNB/AVAX,8,8
SOL,XRP,LTC,SOL/XRP,XRP/LTC,LTC/SOL,7,9
BTC,USDC,DOGE,BTC/USDC,USDC/DOGE,DOGE/BTC,5,14
SOL,DOGE,AVAX,SOL/DOGE,DOGE/AVAX,AVAX/SOL,11,17
